0.01,54.6
0.02,29.1
0.03,27.0
0.04,26.8
0.05,26.4
0.06,26.5
0.07,26.5
0.08,26.2
0.09,26.2
0.1,26.3
0.11,25.9
0.12,26.4
0.13,26.5
0.14,26.8
0.15,26.8
0.16,26.7
0.17,26.7
0.18,26.4
0.19,26.7
0.2,26.5
0.21,26.4
0.22,26.5
0.23,26.6
0.24,26.5
0.25,27.5
0.26,26.9
0.27,27.6
0.28,27.2
0.29,27.7
0.3,27.7
0.31,27.5
0.32,27.2
0.33,27.3
0.34,27.2
0.35,27.6
0.36,27.2
0.37,27.1
0.38,27.2
0.39,27.4
0.4,27.1
0.41,27.8
0.42,27.4
0.43,27.3
0.44,27.0
0.45,27.4
0.46,27.0
0.47,27.6
0.48,28.3
0.49,27.8
0.5,28.9
0.51,29.2
0.52,28.7
0.53,29.2
0.54,29.1
0.55,29.1
0.56,28.9
0.57,28.9
0.58,29.0
0.59,29.2
0.6,28.8
0.61,28.9
0.62,29.0
0.63,29.1
0.64,29.2
0.65,28.9
0.66,28.8
0.67,29.1
0.68,28.9
0.69,28.8
0.7,28.9
0.71,29.1
0.72,28.6
0.73,28.8
0.74,28.9
0.75,29.2
0.76,29.2
0.77,28.9
0.78,29.2
0.79,28.8
0.8,29.6
0.81,29.7
0.82,28.7
0.83,28.7
0.84,29.0
0.85,29.2
0.86,29.0
0.87,29.0
0.88,29.0
0.89,30.5
0.9,29.7
0.91,29.0
0.92,30.1
0.93,29.5
0.94,28.9
0.95,29.7
0.96,28.7
0.97,28.8
0.98,29.5
0.99,30.4
1.0,39.4
1.01,41.3
1.02,39.4
1.03,39.3
1.04,39.4
1.05,39.7
1.06,39.7
1.07,39.4
1.08,39.5
1.09,39.5
