0.01,49.9
0.02,33.0
0.03,26.9
0.04,27.1
0.05,26.5
0.06,26.3
0.07,26.8
0.08,26.4
0.09,26.3
0.1,26.3
0.11,26.7
0.12,26.8
0.13,26.3
0.14,26.9
0.15,26.9
0.16,27.2
0.17,26.8
0.18,26.9
0.19,27.4
0.2,27.6
0.21,26.7
0.22,26.9
0.23,26.8
0.24,26.7
0.25,27.3
0.26,27.6
0.27,28.5
0.28,27.9
0.29,27.8
0.3,28.2
0.31,27.4
0.32,27.7
0.33,27.8
0.34,28.7
0.35,27.8
0.36,28.6
0.37,28.4
0.38,27.7
0.39,28.1
0.4,28.2
0.41,34.9
0.42,34.1
0.43,28.0
0.44,28.0
0.45,29.5
0.46,27.2
0.47,27.7
0.48,28.3
0.49,27.6
0.5,29.0
0.51,29.0
0.52,29.0
0.53,29.0
0.54,29.1
0.55,29.3
0.56,29.0
0.57,28.9
0.58,29.0
0.59,28.8
0.6,29.0
0.61,29.0
0.62,29.3
0.63,29.1
0.64,28.9
0.65,29.0
0.66,28.8
0.67,29.1
0.68,29.0
0.69,29.9
0.7,29.0
0.71,29.1
0.72,29.0
0.73,29.2
0.74,29.2
0.75,29.3
0.76,29.3
0.77,29.4
0.78,29.1
0.79,29.4
0.8,29.2
0.81,29.2
0.82,29.4
0.83,30.3
0.84,29.7
0.85,29.7
0.86,29.5
0.87,30.0
0.88,29.2
0.89,29.6
0.9,29.8
0.91,29.6
0.92,30.6
0.93,29.6
0.94,29.6
0.95,29.5
0.96,29.7
0.97,29.7
0.98,30.2
0.99,30.0
1.0,40.1
1.01,39.7
1.02,39.4
1.03,39.7
1.04,39.9
1.05,40.2
1.06,40.2
1.07,39.7
1.08,39.9
1.09,40.2
