0.01,51.5
0.02,36.3
0.03,26.8
0.04,27.1
0.05,26.6
0.06,26.1
0.07,26.5
0.08,26.4
0.09,26.3
0.1,26.7
0.11,26.1
0.12,26.7
0.13,26.8
0.14,26.6
0.15,27.0
0.16,26.8
0.17,26.7
0.18,26.6
0.19,26.5
0.2,26.4
0.21,26.6
0.22,26.6
0.23,27.1
0.24,27.0
0.25,27.9
0.26,28.8
0.27,27.7
0.28,28.2
0.29,27.6
0.3,28.5
0.31,28.6
0.32,28.4
0.33,27.9
0.34,27.7
0.35,27.3
0.36,28.0
0.37,27.8
0.38,28.5
0.39,28.0
0.4,28.5
0.41,27.9
0.42,27.8
0.43,27.7
0.44,28.5
0.45,28.1
0.46,27.7
0.47,27.8
0.48,29.0
0.49,28.0
0.5,29.0
0.51,28.9
0.52,29.2
0.53,28.9
0.54,29.2
0.55,29.0
0.56,28.7
0.57,28.9
0.58,29.1
0.59,28.9
0.6,28.8
0.61,31.7
0.62,29.0
0.63,28.9
0.64,29.1
0.65,29.2
0.66,28.9
0.67,29.2
0.68,29.1
0.69,29.6
0.7,29.1
0.71,29.2
0.72,29.0
0.73,29.7
0.74,29.1
0.75,29.4
0.76,29.1
0.77,29.9
0.78,30.1
0.79,29.7
0.8,29.1
0.81,29.0
0.82,29.1
0.83,29.1
0.84,28.7
0.85,29.0
0.86,29.0
0.87,28.9
0.88,28.9
0.89,32.7
0.9,29.2
0.91,28.9
0.92,29.3
0.93,29.0
0.94,29.0
0.95,29.3
0.96,29.3
0.97,28.9
0.98,29.0
0.99,29.1
1.0,39.6
1.01,39.7
1.02,39.6
1.03,39.8
1.04,39.5
1.05,39.6
1.06,39.7
1.07,39.5
1.08,39.5
1.09,39.5
