0.01,53.9
0.02,30.3
0.03,27.6
0.04,27.1
0.05,26.5
0.06,26.1
0.07,26.3
0.08,26.3
0.09,26.3
0.1,26.3
0.11,26.3
0.12,26.6
0.13,26.9
0.14,26.9
0.15,26.9
0.16,26.8
0.17,26.7
0.18,26.7
0.19,26.8
0.2,26.7
0.21,26.5
0.22,26.8
0.23,26.6
0.24,26.7
0.25,28.2
0.26,27.9
0.27,27.6
0.28,28.0
0.29,27.8
0.3,27.4
0.31,27.8
0.32,27.8
0.33,27.2
0.34,27.5
0.35,27.4
0.36,27.5
0.37,27.8
0.38,27.8
0.39,27.6
0.4,27.7
0.41,27.3
0.42,27.8
0.43,27.7
0.44,27.5
0.45,27.4
0.46,27.7
0.47,27.3
0.48,27.7
0.49,27.3
0.5,28.9
0.51,28.9
0.52,29.3
0.53,28.6
0.54,28.8
0.55,28.9
0.56,28.9
0.57,28.9
0.58,29.0
0.59,29.2
0.6,29.0
0.61,28.8
0.62,28.8
0.63,29.0
0.64,29.2
0.65,28.9
0.66,29.0
0.67,28.9
0.68,28.7
0.69,29.1
0.7,29.0
0.71,28.9
0.72,28.8
0.73,28.8
0.74,28.9
0.75,28.8
0.76,28.8
0.77,28.9
0.78,28.7
0.79,28.9
0.8,28.9
0.81,28.8
0.82,28.9
0.83,28.8
0.84,28.9
0.85,28.8
0.86,28.9
0.87,28.7
0.88,28.6
0.89,29.0
0.9,28.9
0.91,28.8
0.92,28.8
0.93,29.0
0.94,29.0
0.95,28.8
0.96,29.1
0.97,28.8
0.98,28.8
0.99,28.9
1.0,39.5
1.01,39.4
1.02,39.3
1.03,39.3
1.04,39.5
1.05,39.6
1.06,39.4
1.07,39.5
1.08,39.4
1.09,39.4
